Time,Simulated Time,Failed on,Reward,Altitude (m),Roll,Pitch,Yaw,X_distance,Y_distance
154.9,6.01,Alt,-3.071,948.887,0.044,0.551,1.289,-0.0,2.0
155.4,6.01,Alt,-27.492,926.916,0.339,-0.066,8.707,-0.0,1.0
156.0,6.01,PitchAlt,-1.149,954.319,-0.464,0.631,-0.858,1.0,-0.0
156.4,6.01,PitchRollAlt,-24.705,961.795,-0.79,0.6,-0.421,-0.0,1.0
156.9,6.01,PitchRollAlt,-28.043,957.555,-0.918,1.131,-3.724,1.0,1.0
157.4,6.01,PitchAlt,-16.135,932.75,-0.345,0.728,-2.951,2.0,3.0
157.9,6.01,Alt,3.713,954.864,-0.061,0.518,-0.254,-0.0,1.0
158.4,6.01,Alt,-22.183,932.974,0.291,0.444,1.643,-0.0,3.0
158.9,6.01,PitchAlt,-6.756,934.532,-0.051,0.784,1.584,1.0,1.0
159.5,6.01,RollAlt,-21.975,935.621,-1.481,-0.378,-7.964,-0.0,-0.0
160.0,6.01,PitchRollAlt,-28.179,954.394,-2.071,1.125,-2.083,-0.0,3.0
160.5,6.01,PitchRollAlt,-22.67,939.014,-3.31,0.583,-1.975,-0.0,5.0
161.1,6.01,Alt,-13.054,983.158,-0.462,-0.462,-4.538,-0.0,1.0
161.6,6.01,PitchAlt,-9.094,941.258,0.319,0.767,3.759,-0.0,2.0
162.1,6.01,Alt,-5.444,934.456,0.097,0.329,6.165,1.0,3.0
162.6,6.01,PitchAlt,-20.311,939.159,-0.026,0.715,-0.637,-0.0,1.0
163.1,6.01,PitchRollAlt,-19.375,952.284,-1.041,0.777,-2.121,1.0,1.0
163.6,6.01,PitchRollAlt,-32.189,975.551,-0.771,1.119,1.385,-1.0,-0.0
164.2,6.01,PitchRollAlt,-32.587,957.413,-1.207,1.235,-0.088,-0.0,1.0
164.7,6.01,PitchRollAlt,-38.156,948.694,0.876,1.349,4.79,-0.0,-0.0
165.2,6.01,PitchRollAlt,-13.981,949.431,-2.166,1.107,-2.522,1.0,3.0
165.7,6.01,PitchRollAlt,-16.124,940.193,-1.402,0.783,-3.059,1.0,2.0
166.3,6.01,PitchAlt,-12.63,939.91,-0.211,0.818,0.008,-0.0,-0.0
166.9,6.01,RollAlt,-25.567,928.328,-1.206,-0.158,-7.274,1.0,3.0
167.4,6.01,PitchAlt,-1.289,954.963,-0.468,0.658,-0.358,-0.0,1.0
167.9,6.01,RollAlt,-27.247,929.291,-1.77,-0.002,-5.683,1.0,4.0
168.4,6.01,PitchRollAlt,-28.529,973.278,-1.601,0.859,-1.263,-0.0,1.0
169.0,6.01,PitchAlt,-35.345,954.121,-0.457,1.068,1.307,1.0,1.0
169.5,6.01,RollAlt,-32.096,960.561,-2.596,0.15,-2.642,1.0,3.0
170.0,6.01,RollAlt,-33.201,963.679,-2.168,0.417,-2.843,1.0,4.0
170.5,6.01,PitchAlt,-14.178,936.241,0.058,1.278,1.14,-1.0,-0.0
170.9,6.01,PitchRollAlt,-18.679,943.759,-0.618,0.915,-0.746,1.0,2.0
171.5,6.01,PitchRollAlt,-9.373,946.451,-1.17,0.786,-5.279,1.0,1.0
172.0,6.01,Alt,-10.484,942.125,0.003,0.478,5.114,-0.0,-0.0
172.4,6.01,PitchAlt,-8.418,932.024,-0.248,0.84,-0.347,-0.0,2.0
172.9,6.01,PitchAlt,-63.842,946.22,-0.039,0.747,5.384,1.0,1.0
173.4,6.01,PitchRollAlt,-25.644,973.376,-0.758,1.328,-0.173,-0.0,1.0
174.0,6.01,RollAlt,-45.213,942.525,-3.335,-0.216,-2.0,-0.0,4.0
174.5,6.01,PitchAlt,-7.949,944.208,0.327,0.695,5.193,-0.0,1.0
175.0,6.01,PitchAlt,-21.284,934.014,-0.449,1.001,-0.706,-0.0,1.0
175.5,6.01,RollAlt,-20.691,943.672,-2.928,-0.212,-3.258,-0.0,5.0
176.0,6.01,PitchAlt,-16.807,943.109,-0.295,0.912,0.534,1.0,2.0
176.5,6.01,PitchRollAlt,-20.518,941.611,-1.875,0.599,-5.166,1.0,5.0
177.0,6.01,Alt,-20.037,977.229,-0.219,0.466,0.986,-0.0,-0.0
177.5,6.01,PitchAlt,-17.021,962.505,0.316,0.898,-0.555,-0.0,2.0
178.0,6.01,PitchAlt,-12.675,928.035,-0.539,0.975,-0.734,1.0,1.0
178.5,6.01,RollAlt,-21.584,953.031,-1.657,0.068,-6.621,1.0,3.0
179.0,6.01,PitchRollAlt,-30.702,971.134,-1.419,0.829,-1.328,-0.0,1.0
179.5,6.01,PitchAlt,-25.298,937.151,-0.157,0.831,1.041,-0.0,1.0
180.0,6.01,RollAlt,-17.961,938.36,-2.503,0.493,-6.126,-0.0,5.0
180.5,6.01,Alt,-15.517,944.077,0.199,0.563,5.698,-0.0,1.0
181.0,6.01,RollAlt,-29.078,936.156,-1.321,-0.314,-10.414,1.0,5.0
181.5,6.01,Alt,1.557,929.486,0.309,0.376,2.312,-0.0,1.0
182.0,6.01,Alt,-6.228,963.469,0.122,0.53,1.131,-0.0,1.0
182.5,6.01,PitchAlt,-9.332,956.977,0.264,0.849,2.191,-0.0,1.0
183.0,6.01,PitchRollAlt,-20.652,945.501,-1.914,0.65,-2.538,1.0,3.0
183.5,6.01,PitchAlt,-14.107,962.327,0.019,0.838,2.773,-0.0,2.0
184.1,6.01,PitchAlt,-11.92,940.41,0.488,0.753,4.755,-0.0,-1.0
184.6,6.01,PitchAlt,-17.926,947.625,0.024,1.307,0.373,-0.0,2.0
185.1,6.01,PitchAlt,-13.802,934.529,0.16,0.821,1.049,-0.0,-0.0
185.6,6.01,PitchRollAlt,-16.555,944.569,-3.014,0.713,-2.667,-0.0,5.0
186.1,6.01,PitchRollAlt,-25.377,940.059,0.704,0.787,7.315,-0.0,1.0
186.6,6.01,PitchAlt,-8.718,942.462,-0.316,0.752,-0.527,-0.0,1.0
187.1,6.01,Alt,-10.386,951.622,-0.111,0.433,3.331,-0.0,-0.0
187.6,6.01,RollAlt,-7.536,982.013,-0.626,0.005,-5.166,1.0,1.0
188.1,6.01,PitchRollAlt,-34.855,937.717,0.775,0.971,5.66,-0.0,2.0
188.5,6.01,RollAlt,-31.611,953.682,-2.956,0.278,-1.914,-0.0,5.0
189.1,6.01,PitchAlt,-21.302,928.217,-0.487,0.964,-1.195,1.0,1.0
189.6,6.01,PitchRollAlt,-0.042,957.495,-0.608,0.616,-1.677,-0.0,1.0
190.1,6.01,RollAlt,-24.883,949.245,-1.898,0.038,-5.609,1.0,3.0
190.6,6.01,PitchRollAlt,-33.336,960.76,-0.916,0.959,-0.351,-0.0,1.0
191.0,6.01,PitchRollAlt,-22.294,951.384,0.633,1.056,2.556,-1.0,1.0
191.6,6.01,Alt,-8.85,931.191,0.52,0.214,6.832,-0.0,1.0
192.1,6.01,PitchRollAlt,-12.989,938.288,-2.215,1.348,-2.302,-0.0,3.0
192.5,6.01,PitchRollAlt,-30.963,966.62,-0.826,1.166,-0.078,-0.0,1.0
193.0,6.01,RollAlt,-23.349,938.072,-1.46,-0.317,-7.611,1.0,3.0
193.5,6.01,Alt,-4.886,970.165,-0.185,-0.058,4.403,-0.0,1.0
194.0,6.01,RollAlt,-16.989,947.369,-2.839,0.396,-3.479,-0.0,3.0
194.5,6.01,PitchRollAlt,-18.483,934.296,-1.014,0.87,-2.511,1.0,2.0
195.0,6.01,Alt,2.149,973.263,-0.116,0.422,1.137,-0.0,1.0
195.5,6.01,RollAlt,-27.904,985.227,-0.59,0.484,0.685,-0.0,-0.0
195.9,6.01,PitchAlt,-0.421,972.614,-0.474,0.604,-2.036,-0.0,2.0
196.5,6.01,PitchRollAlt,-19.76,957.863,-1.907,1.003,-3.831,-0.0,3.0
197.0,6.01,Alt,-4.709,974.325,0.255,0.308,-0.215,8.0,1.0
197.4,6.01,Alt,3.903,962.868,-0.402,0.499,0.748,-0.0,1.0
197.9,6.01,PitchAlt,-38.908,929.351,-0.378,1.226,-2.451,1.0,3.0
198.4,6.01,RollAlt,-6.656,932.395,0.674,0.223,9.078,-0.0,3.0
198.9,6.01,Alt,-9.751,928.576,0.375,0.489,6.346,-0.0,-0.0
199.4,6.01,Alt,-1.427,934.406,0.181,0.485,1.145,-0.0,1.0
199.9,6.01,PitchRollAlt,-19.761,960.858,-0.856,0.666,-1.204,1.0,1.0
200.4,6.01,PitchAlt,-32.104,939.064,0.152,0.64,2.814,-0.0,-0.0
200.9,6.01,PitchRollAlt,-16.217,950.877,-0.583,0.804,-1.461,1.0,1.0
201.4,6.01,PitchAlt,-20.292,942.899,-0.197,0.866,-0.068,1.0,-0.0
201.9,6.01,PitchRollAlt,-12.624,947.618,-2.176,0.885,-3.671,-0.0,4.0
202.5,6.01,PitchRollAlt,-19.368,974.967,-1.167,0.723,-2.36,1.0,1.0
203.0,6.01,Alt,-6.022,931.976,0.272,0.413,4.763,-0.0,2.0
203.5,6.01,PitchAlt,-5.544,960.817,0.053,0.698,0.272,-0.0,1.0
204.1,6.01,Alt,3.079,982.701,-0.217,0.205,-1.138,-0.0,-0.0
204.5,6.01,Alt,3.025,933.41,0.159,0.524,2.105,-0.0,1.0
205.0,6.01,PitchAlt,-30.392,969.7,-0.218,0.749,1.451,-0.0,-0.0
205.5,6.01,RollAlt,-30.513,951.587,-1.393,-0.183,-5.696,-0.0,1.0
206.0,6.01,PitchAlt,-12.492,935.986,0.075,0.614,1.551,-0.0,1.0
206.5,6.01,PitchAlt,-9.223,933.044,-0.46,0.829,-1.294,1.0,2.0
207.0,6.01,Alt,-2.767,989.075,-0.138,0.191,5.522,-4.0,-0.0
207.5,6.01,RollAlt,-24.156,928.979,-1.834,0.265,-4.2,1.0,6.0
208.0,6.01,PitchAlt,-16.221,975.921,-0.402,0.898,-0.73,-0.0,-0.0
208.5,6.01,PitchRollAlt,-5.266,945.321,-0.846,0.687,-2.234,1.0,1.0
209.0,6.01,Alt,2.288,1003.154,-0.073,-0.26,1.9,-2.0,3.0
209.5,6.01,Alt,-1.942,936.005,0.294,0.414,4.163,-0.0,1.0
210.0,6.01,PitchRollAlt,-11.713,941.241,-1.449,0.696,-4.11,1.0,3.0
210.4,6.01,Alt,-32.2,954.608,-0.045,0.524,1.897,-0.0,-0.0
210.9,6.01,RollAlt,-17.583,935.263,-1.997,0.494,-5.21,1.0,4.0
211.5,6.01,RollAlt,-25.173,931.115,-1.153,0.166,-5.171,1.0,2.0
211.9,6.01,PitchRollAlt,-5.108,954.143,-0.587,0.665,-0.922,-0.0,1.0
212.4,6.01,PitchAlt,-2.395,965.771,-0.375,0.612,-0.98,-0.0,1.0
212.9,6.01,PitchAlt,-10.76,1006.207,-0.293,-0.711,3.667,1.0,-0.0
213.4,6.01,Alt,-45.369,932.779,0.444,0.554,3.651,-0.0,1.0
213.9,6.01,PitchAlt,-5.29,929.78,-0.318,0.762,-0.853,-0.0,-0.0
214.4,6.01,Alt,2.167,941.153,0.158,0.472,2.386,1.0,1.0
214.9,6.01,PitchRollAlt,-4.751,933.853,0.682,0.991,3.084,-0.0,2.0
215.4,6.01,RollAlt,-18.621,966.405,-1.434,0.523,-4.147,1.0,2.0
215.9,6.01,Alt,-0.577,981.734,0.121,0.229,1.473,3.0,-0.0
216.4,6.01,Alt,-34.431,933.467,-0.141,-0.167,-7.501,-0.0,2.0
217.0,6.01,Alt,-6.412,930.82,0.173,-0.071,1.417,-0.0,-6.0
217.5,6.01,Alt,-1.547,988.973,-0.503,0.237,4.146,-0.0,-1.0
218.0,6.01,PitchAlt,-14.976,954.736,-0.538,0.719,-1.027,1.0,1.0
218.5,6.01,PitchRollAlt,-5.347,935.521,0.588,0.984,6.873,1.0,3.0
219.1,6.01,PitchRollAlt,-14.048,952.779,-1.407,0.95,-3.019,-0.0,2.0
219.6,6.01,PitchRollAlt,-12.948,944.08,-0.983,1.178,-5.485,1.0,3.0
220.1,6.01,PitchAlt,-9.819,949.284,-0.284,0.668,-0.809,-0.0,1.0
220.7,6.01,RollAlt,-44.16,962.593,-1.198,0.167,-2.652,1.0,1.0
221.2,6.01,PitchAlt,-4.614,971.883,-0.1,0.584,0.599,1.0,2.0
221.7,6.01,PitchAlt,-27.26,967.891,0.2,0.729,2.279,-1.0,1.0
222.2,6.01,PitchRollAlt,-16.281,952.354,-1.287,1.294,-1.521,-0.0,2.0
222.7,6.01,PitchRollAlt,-11.977,937.825,-2.258,1.364,-2.551,-0.0,3.0
223.2,6.01,Alt,0.332,983.962,0.041,0.267,2.494,1.0,1.0
223.7,6.01,PitchAlt,-2.436,960.171,-0.432,0.595,-0.491,1.0,1.0
224.3,6.01,RollAlt,-36.507,969.905,-0.922,0.115,-2.708,-1.0,1.0
224.8,6.01,Alt,1.808,977.951,-0.188,0.337,1.117,-0.0,-0.0
225.3,6.01,Alt,-17.774,940.839,0.107,0.434,4.431,-0.0,1.0
225.8,6.01,Alt,1.092,934.047,0.378,0.34,6.036,-0.0,1.0
226.4,6.01,Alt,3.822,937.583,0.045,0.483,0.749,1.0,1.0
226.9,6.01,PitchRollAlt,-14.335,939.944,-1.746,1.367,-1.771,1.0,3.0
227.4,6.01,PitchAlt,-18.585,941.969,0.032,0.99,-2.191,-0.0,3.0
227.9,6.01,PitchAlt,-3.435,931.816,0.275,0.587,7.716,-0.0,-1.0
228.3,6.01,PitchAlt,-5.096,934.202,-0.25,0.818,-1.429,1.0,2.0
228.8,6.01,Alt,2.587,935.262,0.324,0.231,3.792,-0.0,1.0
229.4,6.01,Alt,2.554,931.2,0.147,0.509,1.261,-0.0,2.0
229.9,6.01,PitchRollAlt,-26.663,958.086,-1.794,0.636,-3.244,1.0,1.0
230.5,6.01,RollAlt,-11.153,973.036,-0.807,0.542,-1.432,1.0,1.0
231.0,6.01,Alt,3.132,941.137,0.23,0.381,1.985,-0.0,1.0
231.5,6.01,PitchAlt,-4.245,941.593,-0.107,0.684,-0.923,-0.0,2.0
232.1,6.01,Alt,2.809,935.228,0.342,0.442,4.005,-0.0,1.0
232.6,6.01,RollAlt,-21.782,928.275,-1.605,0.113,-6.896,1.0,3.0
233.0,6.01,PitchAlt,-14.994,962.304,-0.143,0.592,0.81,1.0,1.0
233.5,6.01,PitchAlt,-6.553,959.911,-0.538,0.826,-1.235,1.0,1.0
234.0,6.01,Alt,-18.159,958.226,-0.408,0.276,0.227,-0.0,1.0
234.5,6.01,PitchAlt,-2.67,945.165,-0.105,0.585,0.922,-0.0,1.0
235.0,6.01,PitchRollAlt,-10.023,941.227,-0.742,0.844,-3.31,1.0,2.0
235.5,6.01,Alt,-7.676,948.986,-0.015,0.218,3.654,-0.0,6.0
236.0,6.01,Alt,-3.995,976.747,-0.125,-0.456,3.943,-0.0,-4.0
236.5,6.01,PitchAlt,-23.755,952.449,-6.347,2.288,-5.865,-0.0,2.0
237.0,6.01,PitchAlt,-6.531,939.176,-0.325,0.738,-1.018,1.0,-0.0
237.6,6.01,PitchRollAlt,-26.226,961.07,-1.489,0.861,-3.028,1.0,2.0
238.1,6.01,RollAlt,-17.697,933.715,-1.262,0.049,-6.726,-0.0,2.0
238.5,6.01,PitchAlt,-31.077,927.68,-0.022,0.808,-0.448,-0.0,1.0
239.0,6.01,RollAlt,-28.706,942.024,-1.703,0.081,-4.816,1.0,3.0
239.6,6.01,Alt,-5.176,967.138,0.066,0.304,2.831,-0.0,1.0
240.1,6.01,PitchAlt,-25.013,951.971,-0.158,0.948,0.283,-0.0,1.0
240.5,6.01,PitchAlt,-28.536,931.482,0.114,0.772,0.527,-0.0,1.0
241.0,6.01,PitchRollAlt,-24.034,969.013,-0.604,0.738,0.419,-0.0,-0.0
241.5,6.01,PitchAlt,-15.3,960.205,-0.339,0.868,2.873,-0.0,1.0
242.1,6.01,RollAlt,-25.434,941.172,-1.539,0.003,-7.851,-0.0,3.0
242.6,6.01,Alt,-2.571,933.638,0.257,-0.354,7.246,-0.0,3.0
243.0,6.01,RollAlt,-16.279,948.67,-1.944,0.515,-6.435,-0.0,3.0
243.5,6.01,Alt,1.167,946.117,0.183,0.35,2.575,1.0,-0.0
244.0,6.01,Alt,2.42,944.245,0.207,0.501,3.23,-0.0,1.0
244.6,6.01,RollAlt,-16.569,981.636,-0.677,0.351,-0.033,-0.0,-0.0
245.1,6.01,PitchRollAlt,-35.39,973.022,-0.875,0.829,1.084,-0.0,-0.0
245.6,6.01,PitchAlt,-4.351,955.286,-0.274,0.662,-1.43,1.0,1.0
246.1,6.01,PitchAlt,-11.857,942.581,0.106,0.593,1.754,2.0,-0.0
246.6,6.01,Alt,2.083,936.268,0.338,0.307,4.221,-0.0,1.0
247.1,6.01,RollAlt,-31.699,953.905,-2.225,0.513,-3.253,1.0,4.0
247.6,6.01,Alt,-0.761,952.363,-0.165,0.417,-2.215,-1.0,1.0
248.1,6.01,Alt,-6.683,954.964,-0.543,0.51,-1.892,1.0,1.0
248.6,6.01,RollAlt,-43.049,953.413,-1.795,0.189,-3.339,1.0,2.0
249.1,6.01,PitchRollAlt,-19.157,927.727,-1.8,0.629,-5.193,1.0,3.0
249.6,6.01,PitchRollAlt,-9.123,937.335,-0.584,0.774,-1.698,1.0,1.0
250.1,6.01,PitchAlt,-3.719,974.906,-0.201,0.618,-0.276,-0.0,1.0
250.6,6.01,PitchAlt,-13.165,950.833,-0.47,0.8,-0.594,1.0,1.0
251.1,6.01,PitchRollAlt,-9.429,935.288,-0.974,0.783,-4.387,1.0,2.0
251.5,6.01,PitchAlt,-18.057,941.745,-0.314,1.282,0.576,-0.0,2.0
252.1,6.01,RollAlt,-35.077,954.697,-1.78,-0.156,-2.81,1.0,3.0
252.5,6.01,Alt,-13.171,929.277,0.565,0.203,5.309,-0.0,2.0
253.0,6.01,Alt,-4.7,976.78,-0.285,0.009,-0.353,-0.0,-3.0
253.5,6.01,PitchRollAlt,-29.425,954.352,-1.058,1.234,-0.136,-0.0,2.0
254.0,6.01,PitchAlt,-0.48,941.445,0.513,0.671,4.19,-0.0,2.0
254.5,6.01,PitchRollAlt,-11.071,950.123,-0.648,0.654,-1.247,1.0,2.0
255.0,6.01,PitchAlt,-14.077,957.435,-0.103,0.894,0.533,-0.0,1.0
255.5,6.01,Alt,-20.586,944.511,0.074,0.566,1.843,-0.0,1.0
255.9,6.01,Alt,-12.414,972.12,-0.275,0.404,0.664,-0.0,-0.0
256.4,6.01,Alt,-12.71,962.549,-0.545,0.232,-2.402,1.0,1.0
257.0,6.01,Alt,-4.403,971.015,0.23,-0.088,-4.22,-0.0,1.0
257.4,6.01,PitchAlt,-5.3,933.034,-0.13,0.695,0.107,-0.0,1.0
257.9,6.01,PitchAlt,-19.144,960.151,0.234,0.657,1.431,-0.0,-0.0
258.4,6.01,Alt,-3.715,951.509,0.118,0.433,5.126,-0.0,1.0
258.9,6.01,PitchAlt,-4.835,966.653,-0.444,0.624,-0.614,-0.0,1.0
259.4,6.01,Alt,2.831,987.989,-0.096,0.087,2.284,-0.0,-0.0
260.0,6.01,Alt,1.88,979.349,-0.216,0.289,3.724,-0.0,1.0
260.5,6.01,Alt,3.496,980.072,-0.287,0.268,-3.229,-0.0,1.0
261.0,6.01,PitchRollAlt,-18.513,940.688,-0.708,0.875,-0.968,-0.0,1.0
261.5,6.01,PitchAlt,1.88,938.404,0.374,0.618,3.781,-0.0,2.0
262.1,6.01,PitchAlt,-9.424,952.781,-0.232,0.709,-0.024,-0.0,1.0
262.6,6.01,Alt,-3.354,973.602,-0.008,-0.038,1.251,1.0,4.0
263.0,6.01,PitchRollAlt,-12.671,937.829,-1.387,0.699,-6.193,1.0,3.0
263.5,6.01,PitchAlt,-1.105,933.772,-0.136,0.636,-0.139,-0.0,1.0
264.0,6.01,PitchRollAlt,-23.912,952.833,-1.467,0.962,-2.574,-0.0,2.0
264.6,6.01,PitchAlt,-24.902,956.598,-0.557,0.887,0.043,-0.0,1.0
265.0,6.01,RollAlt,-21.787,931.523,-1.169,-0.056,-7.572,1.0,1.0
265.5,6.01,Alt,2.756,936.847,0.186,0.424,1.806,-0.0,1.0
266.0,6.01,PitchRollAlt,-34.025,967.319,-0.915,0.807,-0.025,-0.0,1.0
266.5,6.01,PitchAlt,-2.263,958.964,-0.331,0.606,-1.914,1.0,1.0
267.1,6.01,PitchRollAlt,-13.41,932.939,-0.937,0.871,-3.94,1.0,1.0
267.6,6.01,PitchRollAlt,-29.263,940.074,-2.616,1.031,-2.381,1.0,4.0
268.1,6.01,PitchAlt,-8.63,969.119,0.06,0.646,0.448,-0.0,1.0
268.7,6.01,RollAlt,-17.785,930.478,-1.363,0.112,-6.272,1.0,2.0
269.2,6.01,RollAlt,-29.607,954.845,-1.928,-0.281,-6.125,1.0,4.0
269.8,6.01,Alt,0.769,968.384,-0.347,0.521,-0.31,1.0,-0.0
270.3,6.01,RollAlt,-10.034,933.909,-0.867,0.481,-4.877,1.0,3.0
270.8,6.01,PitchRollAlt,-30.871,945.543,-1.434,1.483,1.468,-0.0,3.0
271.3,6.01,PitchAlt,-26.115,959.938,-0.083,0.852,3.464,-0.0,-0.0
271.9,6.01,Alt,-0.88,970.439,-0.095,-0.137,-2.183,-3.0,5.0
272.4,6.01,Alt,2.784,950.134,-0.178,0.549,2.76,-0.0,1.0
273.0,6.01,Alt,2.302,963.642,0.002,0.548,1.276,-0.0,-0.0
273.5,6.01,PitchRollAlt,-2.719,950.276,-0.612,0.678,-1.762,1.0,1.0
274.0,6.01,PitchAlt,-3.919,942.324,-0.264,0.707,-0.71,1.0,1.0
274.5,6.01,Alt,-31.861,932.985,0.338,0.534,0.583,-0.0,1.0
275.1,6.01,RollAlt,-13.353,970.783,-0.799,0.466,-2.184,2.0,-0.0
275.5,6.01,PitchAlt,-15.723,938.642,-0.432,0.829,-0.917,1.0,-0.0
276.0,6.01,PitchRollAlt,-29.259,977.572,-0.611,0.952,0.645,-0.0,-0.0
276.5,6.01,RollAlt,-18.231,939.773,-1.335,0.089,-7.31,1.0,2.0
277.0,6.01,PitchAlt,-26.898,962.507,-0.553,1.195,1.252,-1.0,1.0
277.5,6.01,PitchAlt,-35.786,964.415,-0.561,0.8,1.482,-0.0,-0.0
278.1,6.01,PitchRollAlt,-20.848,962.017,-0.595,0.601,-0.482,-0.0,1.0
278.6,6.01,PitchRollAlt,-34.298,933.338,-1.697,1.05,-3.178,1.0,2.0
279.1,6.01,PitchRollAlt,-13.554,952.399,-0.803,1.179,-0.576,-0.0,2.0
279.6,6.01,Alt,-17.044,935.566,0.214,0.319,3.88,-0.0,1.0
280.2,6.01,PitchRollAlt,-3.288,947.798,-0.671,0.695,-2.782,-0.0,1.0
280.8,6.01,PitchAlt,-9.958,939.099,-0.03,0.611,0.272,-0.0,1.0
281.3,6.01,PitchRollAlt,-9.91,943.664,0.769,0.663,6.669,-0.0,1.0
281.8,6.01,Alt,-2.129,928.098,0.374,0.342,6.198,-0.0,1.0
282.4,6.01,PitchAlt,-24.189,961.23,-0.32,0.992,0.053,-0.0,1.0
282.9,6.01,RollAlt,-18.108,943.198,-1.811,0.01,-6.204,1.0,4.0
283.4,6.01,Alt,4.366,934.922,-0.033,0.53,0.404,-0.0,1.0
283.9,6.01,Alt,3.567,930.998,0.244,0.347,4.363,-0.0,1.0
284.3,6.01,RollAlt,-16.496,989.334,-0.69,0.209,0.087,-0.0,-0.0
284.8,6.01,PitchRollAlt,-19.356,941.246,-0.902,0.792,-3.804,1.0,2.0
285.4,6.01,PitchAlt,-17.909,992.001,0.208,-0.625,-7.354,-0.0,1.0
285.9,6.01,RollAlt,-26.942,930.034,-1.632,0.353,-6.302,1.0,4.0
286.4,6.01,Alt,-0.352,991.236,-0.16,-0.201,2.202,-2.0,1.0
286.9,6.01,Alt,2.648,937.735,0.093,0.5,1.363,-0.0,1.0
287.5,6.01,Alt,1.295,934.285,0.259,0.426,2.615,-0.0,1.0
288.0,6.01,PitchAlt,-20.115,941.842,0.063,0.895,5.479,-0.0,1.0
288.6,6.01,PitchAlt,-14.003,934.927,0.113,0.625,2.05,-0.0,1.0
289.1,6.01,PitchAlt,-2.554,941.452,-0.234,0.767,0.549,-0.0,-1.0
289.6,6.01,RollAlt,-19.193,929.41,-1.242,0.098,-7.374,1.0,3.0
290.1,6.01,Alt,3.314,975.753,-0.132,0.462,0.054,-0.0,1.0
290.7,6.01,PitchAlt,-24.422,952.417,-0.021,0.868,1.652,-1.0,1.0
291.1,6.01,PitchAlt,-5.854,931.975,-0.258,0.759,-0.57,1.0,1.0
291.6,6.01,PitchAlt,-16.199,947.631,-0.28,0.746,0.472,1.0,1.0
292.1,6.01,Alt,0.636,991.027,-0.166,-0.278,-3.95,-0.0,-0.0
292.6,6.01,PitchRollAlt,-28.422,958.676,-0.783,0.962,-0.157,-0.0,1.0
293.1,6.01,RollAlt,-27.47,980.4,-0.746,-0.043,-2.632,1.0,1.0
293.6,6.01,Alt,-2.856,943.663,0.079,0.5,4.103,-0.0,1.0
294.1,6.01,PitchRollAlt,-39.023,960.514,-1.155,0.73,-1.158,1.0,2.0
294.6,6.01,RollAlt,-12.441,931.233,0.657,0.17,9.747,-1.0,2.0
295.1,6.01,Alt,-3.695,934.34,0.26,0.267,3.097,-0.0,1.0
295.7,6.01,PitchRollAlt,-19.552,953.236,-1.359,0.866,-2.671,1.0,1.0
296.2,6.01,PitchRollAlt,-25.22,951.346,-1.923,1.235,-4.78,1.0,2.0
296.7,6.01,Alt,1.994,938.59,0.217,0.405,2.878,-0.0,1.0
297.2,6.01,Alt,0.552,968.592,-0.115,0.276,-0.035,-0.0,1.0
297.8,6.01,Alt,3.22,935.537,0.127,0.492,2.428,-0.0,1.0
298.3,6.01,PitchAlt,-34.025,971.428,-0.534,0.699,1.532,-1.0,1.0
298.8,6.01,PitchAlt,-1.213,955.136,-0.469,0.618,-0.329,1.0,2.0
299.3,6.01,PitchAlt,-28.954,953.366,-0.484,1.163,-0.012,1.0,1.0
299.8,6.01,PitchAlt,-19.392,951.275,-0.505,1.141,0.035,-0.0,-0.0
300.3,6.01,PitchAlt,2.599,931.483,0.077,0.579,1.016,-0.0,-0.0
300.9,6.01,PitchRollAlt,-18.688,941.698,-0.899,0.796,-2.427,1.0,2.0
301.4,6.01,RollAlt,-10.816,959.532,-0.771,0.462,-2.124,1.0,1.0
301.8,6.01,Alt,-15.824,935.456,0.343,0.534,7.66,-0.0,3.0
302.3,6.01,PitchRollAlt,-14.297,929.157,-0.718,0.778,-2.799,1.0,2.0
302.8,6.01,Alt,-1.623,980.739,-0.473,0.081,-1.829,1.0,4.0
303.4,6.01,Alt,1.064,984.452,-0.129,-0.43,4.541,1.0,-1.0
303.8,6.01,Alt,0.393,946.979,-0.066,0.546,0.935,-0.0,-0.0
304.3,6.01,Alt,1.745,967.594,-0.161,0.496,-0.105,-0.0,-0.0
304.8,6.01,PitchAlt,-31.343,961.278,-0.508,0.708,0.073,-0.0,1.0
305.3,6.01,RollAlt,-19.985,930.912,-1.248,0.537,-5.766,1.0,2.0
305.8,6.01,PitchAlt,-3.002,947.54,-0.104,0.625,-2.431,1.0,1.0
306.3,6.01,Alt,1.321,936.608,0.365,0.251,4.96,-0.0,1.0
306.8,6.01,Alt,-31.768,925.43,0.495,0.357,2.671,-0.0,1.0
307.3,6.01,Alt,1.923,956.296,-0.308,0.426,-1.917,1.0,1.0
307.8,6.01,PitchAlt,-5.714,952.722,-0.369,0.632,-1.389,-0.0,1.0
308.3,6.01,Alt,3.768,961.469,-0.246,0.282,-1.347,1.0,1.0
308.8,6.01,PitchRollAlt,-41.974,959.2,-2.739,0.853,-2.354,-0.0,1.0
309.3,6.01,PitchAlt,-15.62,943.145,-0.278,0.756,0.551,-0.0,1.0
309.8,6.01,PitchRollAlt,-35.206,959.816,-1.418,0.785,-1.6,1.0,2.0
